id,title,releaseDate,seasonCount,rating,genres,description,duration,tagline,metascore,metascore_count,metascore_sentiment,userscore,userscore_count,userscore_sentiment,created_by,production_companies,director,writer,top_cast
1000337692,Eastwick,2009-09,1.0,,"Drama,Fantasy","In the rustic suburban village of Eastwick, there live three seemingly ordinary women who possess unique personalities and lead very distinctive lives. Roxanne ""Roxie"" Torcolleti, an uninhibited artist and a financially-challenged single mom, Kat Gardener, a frustrated wife and an overworked mother of five, and Joanna Frankel, a shy and subdued newspaper reporter, are suddenly brought together thru a strange encounter at the town park. Different they may be from each other, they quickly learn that all of them have one common yearning -- to excite and experience change in their lives.

Incidentally, a charismatic yet enigmatic man named Darryl Van Horne (Paul Gross) arrives in town determined to make their wishes come true. With Van Horne's help, Roxie (Rebecca Romijn), Kat (Jaime Ray Newman), and Joanne (Lindsay Price) soon discover their extraordinary talents and harness them to fulfill their innermost desires. As these enchanting women unleash their magical powers, Eastwick, once peaceful and idyllic, is never quite the same.

Based on the novel of John Updike and the popular 1987 film adaptation, Eastwick also stars Ashley Benson as Roxie's daughter Mia, Jon Bernthal as Kat's husband Raymond, Johann Urb as Joanna's boss Will, Sara Rue as Roxie's best friend Penny, and Veronica Cartwright as Bun Waverly, the head of the Eastwick Historical Society. Created by Maggie Friedman for the small screen, the ABC dramedy is produced by Warner Bros. Television. Acting as executive producer along with Friedman is David S. Rosenthal.",60.0,Everyone could use a little magic in their life.,49.0,21,Mixed or average,80,6,Generally favorable,,"Curly Girly,Bonanza Productions,Warner Bros. Television,ABC Productions,American Broadcasting Company (ABC),RTL Klub Televízió,Sub,Entity FX","Michael Katleman,David Nutter,Kevin Rodney Sullivan,Tom Verica","Maggie Friedman,John Updike,Rina Mimoun,David S. Rosenthal,Chris Dingess,Annie Weisman","Jaime Ray Newman,Lindsay Price,Rebecca Romijn,Sara Rue,Ashley Benson,Jon Bernthal,Paul Gross,Calvin Dean,Veronica Cartwright,Johann Urb,Torsten Voges,Jack Huston,J.P. Foster Jr.,Mia Hays,Jason George,Matt Dallas,Cybill Shepherd,Emily Alyn Lind,Darren Criss,Nynno Ahli"
1000342335,Killer Women,2014-01-07,1.0,TV-14,"Drama,Western","The life of Molly Parker (Tricia Helfer), one of the first women Texas Rangers is the focus in this drama executive produced by Sofia Vergara, Martin Campbell, Ben Silverman (""The Office""), and Luis Balaguer.",60.0,She calls the shots.,49.0,22,Mixed or average,60,21,Mixed or average,,"Latin World Entertainment (LWE),Electus,ABC Signature,Pol-Ka Producciones,American Broadcasting Company (ABC),13th Street,13th Street,Disney-ABC Domestic Television","Marc Roskin,Colin Bucksey,David Grossman","Hannah Shakespeare,Liliana Escliar,Marisa Grinstein,Sal Calleros,Jonathan I. Kidd","Tricia Helfer,Marc Blucas,Michael Trucco,Alex Fernandez,Marta Milans,Victoria Murphy,Siena Agudong,Dan Gordon,Daniel Pimentel,Alexandra Pomales,Jeffrey Nordling,Steven Ray Byrd,Daniel Pattison,Philip David Pickard,John F. Kollar,Dylan Kenin,Tomas Sanchez,Darlene Kellum,Daniel D. Halleck,Barry R. White"
1000351356,Lucifer,2016-01-25,6.0,TV-14,"Crime,Drama,Fantasy",A bored Lucifer (Tom Ellis) settles in Los Angeles and helps the LAPD.,45.0,It's Good to be Bad.,49.0,28,Mixed or average,81,1045,Universal acclaim,"Neil Gaiman,Mike Dringenberg,Sam Kieth","Aggressive Mediocrity,DC Entertainment,Jerry Bruckheimer Television,Vertigo Entertainment,Warner Bros. Television,Fox Network,Warner Bros. Television,Netflix,4+,5+,ATV,ATV2,Amazon Prime Video,Amazon Prime Video,DiziMax,FOXlife,Google Play,Kabel Eins,MagentaTV,Maxdome,Netflix,Netflix,Netflix,Netflix,Netflix,ProSieben,ProSieben,Sixx,Sky One,Sky Replay,Sky Serien & Shows,Sky Showcase HD,Studio Distribution Services (SDS),Studio Distribution Services (SDS),Vertigo Inc.,Videoload,Warner Bros. Home Entertainment,Warner Bros. Home Entertainment,Warner Bros. Home Entertainment,Warner Bros. Home Entertainment,Warner Bros. Home Entertainment,Warner Bros. Home Entertainment,Warner Home Video,iTunes,PixStone Images,CoSA VFX,The Colour Closet",,"Tom Kapinos,Neil Gaiman,Mike Dringenberg,Sam Kieth,Chris Rafferty,Mike Costa","Tom Ellis,Lauren German,Kevin Alejandro,D.B. Woodside,Lesley-Ann Brandt,Rachael Harris,Aimee Garcia,Scarlett Estevez,Tricia Helfer,Tom Welling,Inbar Lavi,Brianna Hildebrand,Kevin Rankin,Dez Cuchiara,Graham McTavish,Scott Porter,Genevieve Gauss,John Specogna,Dennis Haysbert,Jeremiah Birkett"
1000346759,Dig,2015-03-05,1.0,TV-14,"Drama,Mystery,Thriller","FBI agent Peter Connelly (Jason Isaacs) relocates to Israel where he works with his boss (and lover) Lynn Monahan (Anne Heche). During a murder investigation, he discovers a thousand year long conspiracy that could change history.",60.0,"The deeper you dig, the further you get from the truth.",49.0,22,Mixed or average,66,40,Generally favorable,"Tim Kring,Gideon Raff","Keshet Broadcasting,Tailwind Productions,Universal Cable Productions,USA Networks Studios,Hulu,RTL Crime,TV2","Gideon Raff,Millicent Shelton","Tim Kring,Gideon Raff,Bradford Winters","Jason Isaacs,Anne Heche,Ori Pfeffer,Alison Sudol,David Costabile,Angela Bettis,Zen McGrath,Richard E. Grant,Regina Taylor,Shmil Ben Ari,Guy Selnik,Lauren Ambrose,Assi Cohen,Omar Metwally,Noa Tishby,Dean Chekvala,Travis Hammer,Paul Alan Amend,Amy Stewart,Henry David"
1000349155,Happyish,2015-04-26,1.0,TV-MA,"Comedy,Drama","Originally set with Philip Seymour Hoffman before his death in 2014, the dark comedy from Shalom Auslander follows Thom Payne (Steve Coogan) as he reevaluates his life after facing his new 25-year-old boss.",30.0,Are you?,49.0,31,Mixed or average,73,40,Generally favorable,Shalom Auslander,"In Cahoots,Showtime Networks,FOXlife,Sky Atlantic HD","Ken Kwapis,Gail Mancuso,Ken Whittingham,Andrew McCarthy,Jesse Peretz",Shalom Auslander,"Steve Coogan,Kathryn Hahn,Sawyer Shipman,Bradley Whitford,Carrie Preston,Nils Lawton,Tobias Segal,Hannah Hodson,Sean Kleier,Molly Price,Lauren Culpepper,Andre Royo,Ellen Barkin,Kevin Kilner,Reshma Shetty,Marsha Stephanie Blake,Michael Zegen,Molly Hager,Jeremy Zorek,Jason Harris"
1000358921,Rent (2019),2019-01-27,,TV-14,Musical,Jonathan Larson's award-winning musical is the latest live musical for Fox.,134.0,,49.0,12,Mixed or average,0,0,,,"20th Century Fox Television,Marc Platt Productions,Revolution Studios,Sony Pictures Television,Fox Network,Citytv","Michael Greif,Alex Rudzinski","Jonathan Larson,Kristoffer Diaz","Vanessa Hudgens,Jordan Fisher,Tinashe,Kiersey Clemons,Brennin Hunt,Mario,James Leyva,Brandon Victor Dixon,Keala Settle,J. Elaine Marcos,Matthew Saldivar,Jennifer Leigh Warren,Alton Fitzgerald White,Bryce Ryness,Emerson Collins,Debra Cardona,Darius Crenshaw,Robert Roldan,Sasha Mallory,Lenin Fernandez Jr."
1000342414,Salem,2014-03-25,3.0,TV-MA,"Drama,Fantasy,Horror,Thriller","In 1692 Massachusetts, John Alden (Shane West) returns from war to find his friend Cotton Mather (Seth Gabel) leading the Salem witch trials and his former lover Mary Sibley (Janet Montgomery), married to the elderly and wealthy George Sibley.",60.0,Witch Among Us (Season 1),49.0,16,Mixed or average,75,161,Generally favorable,"Brannon Braga,Adam Simon","Beetlecod Productions,Prospect Park,Fox 21,20th Century Fox Television,Tribune Studios,WGN America,Space,Disney+,Disney+,Disney+,FOX,FX Network,Netflix,Plug RTL,TNT Serie,TV6,Twentieth Century Fox,Twentieth Century Fox,Walt Disney Television,11:11 Mediaworks,W.M. Creations",,"Brannon Braga,Adam Simon,Donna Thorland","Janet Montgomery,Shane West,Seth Gabel,Tamzin Merchant,Ashley Madekwe,Elise Eberle,Iddo Goldberg,Oliver Bell,Joe Doyle,Jeremy Crutchley,Lucy Lawless,Xander Berkeley,Michael P Gardner,Michael Mulheren,Desiree Page,John R. Bennett II,Samantha Hanratty,Azure Parsons,Morgana Shaw,Stephen Lang"
1000337773,Persons Unknown,2010-06-07,1.0,TV-14,"Drama,Mystery,Thriller",Strangers wake up to find themselves locked in their individual hotel rooms and completely under electronic surveillance. They know nothing about how or why they were taken there or even who they are now trapped with together in a nameless deserted town.,43.0,Someone is watching you.,49.0,12,Mixed or average,65,27,Generally favorable,,"Invisible Ink,Televisa S.A. de C.V.,Fox Television Studios,Rai Fiction,National Broadcasting Company (NBC),Fox Crime,Fox,TPS Star,Ztélé","Bill Eagles,Jonathan Frakes","Christopher McQuarrie,Vim Shanmugam,Michael R. Perry,Linda McGibney,Sandy Isaac,Remi Aubuchon","Jason Wiles,Daisy Betts,Chadwick Boseman,Lola Glaudini,Tina Holmes,Kate Miner,Gerald Kyd,Sean O'Bryan,Alan Ruck,Andy Greenfield,Kandyse McClure,Michael Harney,Reggie Lee,Joanna Lipari,Alan Smyth,James Read,Lee Purcell,Carlos Lacamara,Maria Norris,Joey Naber"
1000366844,The Last Thing He Told Me,2023-04-14,3.0,TV-MA,"Drama,Mystery,Thriller",Hannah (Jennifer Garner) seeks to build a relationship with her 16-year-old stepdaughter (Angourie Rice) as they look into why her husband (Nikolaj Coster-Waldau) disappeared mysteriously in this thriller based on Laura Dave's novel of the same name.,,,49.0,19,Mixed or average,44,19,Mixed or average,,"20th Television,Hello Sunshine,Apple TV+",,"Laura Dave,Josh Singer,Erica Tavera,Isaac Gomez","Jennifer Garner,Nikolaj Coster-Waldau,Angourie Rice,Aisha Tyler,Augusto Aguilera,John Harlan Kim,Geoff Stults,Jake Matthews,Elizabeth O'Donnell,Jean Villepique,Tiago Roberts,Josh Hamilton,Todd Stashwick,Alex Denney,Frederick Lawrence,Carly Goron,Cassidy Goron,Judy Greer,Taylor Shurte,David Morse"
1000352271,Impastor,2015-07-15,2.0,TV-14,"Comedy,Crime","Buddy Dobbs (Michael Rosenbaum) is on the run from a loan shark, when he steals someone's identity and ends up in a small-town posing as their new gay pastor.",30.0,Fake identity. Real trouble. (Season 2),49.0,18,Mixed or average,74,40,Generally favorable,Christopher Vane,"TVLand Original Productions,CBS Television Studios,The Tannenbaum Company,All In Vane,TV Land","Clark Mathis,Rob Greenberg","Christopher Vane,Alan R. Cohen,Alan Freedland","Michael Rosenbaum,Sara Rue,Mircea Monroe,David Rasche,Mike Kosinski,Lindsey Gort,Matthew Kevin Anderson,Jonathon Young,Bonita Friedericy,Saidah Arrika Ekulona,Colin Lawrence,Reynaldo Gallegos,Jeff Hiller,Hal Ozsan,Taylor Cole,Mekia Cox,Aimee Garcia,Christian Tessier,Tyler Poelle,Sergio Osuna"
1000360152,Motherland: Fort Salem,2020-03-17,3.0,TV-14,"Drama,Fantasy,Sci-Fi,Thriller","In an alternative America where witches avoided the witch trials by agreeing to cooperate with the government, three young witches: Raelle (Taylor Hickson), Tally (Jessica Sutton) and Abigail (Ashley Nicole Williams) undergo combat magic training and fight a dangerous foe in this drama series created by Eliot Laurence.",42.0,Born witches. Made warriors. (Season 1),49.0,8,Mixed or average,82,113,Universal acclaim,Eliot Laurence,"Freeform Studios,Gary Sanchez Productions,Freeform,ABC Spark,Disney+,Disney+,Disney+,Disney+,Hulu,Folks",,"Eliot Laurence,Nikki McCauley,Nicole Avenia,Eli Edelson,Will J. Watkins","Taylor Hickson,Amalia Holm,Demetria McKinney,Jessica Sutton,Ashley Nicole Williams,Lyne Renée,Tony Giroux,Catherine Lough Haggquist,Dale Hunter,Lynn Whyte,Lillian Lim,Emilie Leclerc,La Nein Harrison,Kylee Brown,Victor Webster,Diana Pavlovská,Mellany Barros,Bob Frazer,Hrothgar Mathews,Arlen Aguayo Stewart"
1000366133,Suspicion (2022),2022-02-04,1.0,TV-MA,"Crime,Drama,Mystery,Thriller","When the 21-year-old son of a well-known American businesswoman (Uma Thurman) is kidnapped from his New York hotel, four British citizens staying at the same hotel become suspects in this adaptation of the Israeli drama False Flag.",46.0,,49.0,16,Mixed or average,46,16,Mixed or average,"Rob Williams,Maria Feldman,Amit Cohen","Keshet Media Group,Keshet Productions,Apple TV+,Apple TV+,Keshet International,Milk VFX","Chris Long,Stefan Schwartz","Rob Williams,Maria Feldman,Amit Cohen,Nick Leather,Megan Gallagher,Terry Cafolla","Kunal Nayyar,Georgina Campbell,Elizabeth Henstridge,Angel Coulby,Elyes Gabel,Noah Emmerich,Tom Rhys Harries,Robert Glenister,Uma Thurman,Ross McCall,Anya McKenna-Bruce,Lydia West,Skye Bennett,Clare Perkins,Chelsea Edge,Ben Bailey Smith,Martin Savage,Gerran Howell,Mandip Gill,Karl Johnson"
1000361733,Dad Stop Embarrassing Me!,2021-04-14,1.0,TV-PG,"Comedy,Family",Single dad Brian Dixon (Jamie Foxx) wants to be the best father to his teenage daughter Sasha (Kyla-Drew) with the help of his own father (David Alan Grier) and sister (Porscha Coleman) in this comedy inspired by Foxx's relationship with his daughter.,25.0,,49.0,10,Mixed or average,62,6,Generally favorable,"Jamie Foxx,Jim Patterson","Grandma's Hands Productions,LBI Entertainment,Zero Gravity Management,Grandma's Hands Productions,Netflix,Netflix",Ken Whittingham,"Jamie Foxx,Jim Patterson,Camille Corbett,Johnny Mack,Justin Mooney,Deanna Morgan,Terrence Porter,Speedy,Alex Kavutskiy","Jamie Foxx,Kyla-Drew,Porscha Coleman,Jonathan Kite,David Alan Grier,Valente Rodriguez,Heather Hemmens,Miracle Reigns,Keith Jefferson,Elijah M. Cooper,Roy Williams Jr.,Jackée Harry,Luenell,Natalie Friedman,Cleo Berry,Paul Toweh,Eugene Byrd,Jasmine Richard-Brooks,David Rosenblatt,Kent Faulcon"
1000358025,Life Sentence,2018-03-07,1.0,TV-PG,"Comedy,Drama","Stella (Lucy Hale) was told she had terminal cancer and for the past eight years had been living life as if she would die soon, including marrying after a whirlwind romance with Wes (Elliot Knight). However, when she discovers she's been cured, she and her family must learn to live life again.",44.0,Life is what you make of it,49.0,12,Mixed or average,52,14,Mixed or average,"Erin Cardillo,Richard Keith","In Good Company,Doozer,CBS Television Studios,Warner Bros. Television,The CW Network (The CW),Bravo Network Canada,DiziMax",John T. Kretchmer,"Erin Cardillo,Richard Keith,Margaret Easley,Oliver Goldstick,Laura Putney,Nelson Soler","Lucy Hale,Elliot Knight,Jayson Blair,Brooke Lyons,Carlos PenaVega,Nadej K. Bailey,Gillian Vigman,Dylan Walsh,Joseph Frangie,Riley Smith,Dominique Lucky Martell,Sebastian Vargas,Shannon Chan-Kent,Rana Roy,Valerie Cruz,Alyshia Ochse,Anna Enger Ritch,Bre Blair,Claudia Rocafort,Alyssa Diaz"
1000366511,American Gigolo,2022-09-09,1.0,TV-MA,"Crime,Drama,Mystery,Romance,Thriller","Julian Kaye (Jon Bernthal) tries to restart his life and find who is responsible for his wrongful conviction for murder after being released from a 15-year jail sentence in this series reimagining of the 1980 movie of the same name.

[Premieres on the Showtime app and on-demand on 9 Sep 2022 and on the Showtime network on 11 Sep 2022]",60.0,,49.0,22,Mixed or average,43,6,Mixed or average,Paul Schrader,"Paramount Television,Jerry Bruckheimer Television,Showtime Networks,Three Rivers Entertainment,Paramount Television,Cosmote Series,Paramount+,Showtime Networks,Stan",,"David Hollander,Paul Schrader,Yolonda Ross","Jon Bernthal,Gretchen Mol,Lizzie Brocheré,Gabriel LaBelle,Leland Orser,Rosie O'Donnell,Alex Fernandez,Mark Mahoney,Wayne Brady,Laura Liguori,Yolonda Ross,Sandrine Holt,François Chau,Harlow Happy Hexum,Melora Walters,Heather McComb,Melinna Bobadilla,Chelsea Edmundson,Taylor Blackwell,Justin Huen"
1000339319,The Exes,2011-11-30,4.0,TV-PG,Comedy,"Holly Brooks, a divorce attorney, introduces Phil Chase (Donald Faison) and Haskell Bing (Wayne Knight) to her client, Stuart (David Alan Basche), who is looking for a new place to live.",30.0,The single life is getting crowded.,49.0,14,Mixed or average,62,36,Generally favorable,,"Mark Reisman Productions,Acme Productions,TVLand Original Productions,TV Land,CNBC-e,Comedy Central Deutschland,Pluto TV,TV6,Veronica,Engine Room",Andy Cadiff,Mark Reisman,"Donald Faison,Wayne Knight,David Alan Basche,Kelly Stables,Kristen Johnston,Leah Remini,Diedrich Bader,Judith Light,Lisa Ann Walter,Frances Turner,Missi Pyle,Jordan Jones,Todd Stashwick,James Morrison,Matt Letscher,Kevin Daniels,Janet Varney,Brandon Routh,Rebecca Wisocky,Keith Valcourt"
1000361944,Turner & Hooch,2021-07-21,1.0,TV-PG,"Comedy,Crime,Drama,Family",U.S. Marshall Scott Turner (Jeff Peck) inherits a French Mastiff named Hooch in this comedy series inspired by the 1989 film of the same name.,,Everyone's best friend.,49.0,7,Mixed or average,84,5,Universal acclaim,"Dennis Shryack,Michael Blodgett","20th Century Fox Television,20th Television,Flying Glass of Milk Productions,Wonderland Sound and Vision,Disney+,Disney+,Walt Disney Television,Monsters Aliens Robots Zombies",Robert Duncan McNeill,"Matt Nix,Dennis Shryack,Christina Pumariega,Jackie Decembly,Jim Garvey,Michael Blodgett,Michael Horowitz","Josh Peck,Carra Patterson,Lyndsy Fonseca,Vanessa Lengies,Brandon Jay McLaren,Jeremy Maguire,Anthony Ruivivar,Becca Tobin,Reginald VelJohnson,Paul Campbell,Matt Hamilton,Caitlin Howden,Jonathan Simao,Sheila Kelley,Cristina Rosato,Tristan Jensen,Wolf Ryman,Gavin Langelo,Mike Dopud,Doron Bell"
1000300085,Stargate SG-1,1997-07-27,10.0,TV-14,"Action,Adventure,Drama,Sci-Fi","This sequel to the 1994 feature film Stargate chronicles the further adventures of planet-hopping Stargate Command (SGC) beginning a year after events in the movie. Though SG-1 was canceled by Showtime after its fifth season, production continued, with new episodes airing on the Sci Fi Channel (Syfy) for another five seasons, making it American television's longest-running science fiction series to date. The cast was led by MacGyver's Richard Dean Anderson for much of its run. ",44.0,Saving the world... one episode at a time,48.0,8,Mixed or average,85,398,Universal acclaim,,"Double Secret Productions,Gekko Film Corp.,Kawoosh! Productions IX,Kawoosh! Productions VII,MGM Worldwide Television Productions,Sony Pictures Television,Stargate SG-1 Production (II) Inc.,MGM Domestic Television Distribution,MGM Worldwide Television,Sony Pictures Television,The Sci-Fi Channel,MGM Home Entertainment,CanWest Global Television Network,Chum Television,CITY-TV,Sky One,Channel 4 Television Corporation,20th Century Fox Home Entertainment,AXN,Amazon Prime Video,Audio Visual Enterprises,Comet TV,Comet TV,Image Entertainment,MGM Home Entertainment,OnTV / CH,Pluto TV,RTL2,Showtime Networks,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,SyFy,TV6,TV6,TV6,TV6,Veronica Television,Veronica,Warner Bros. Home Entertainment,Yorin,Atmosphere Visual Effects,Enigma Animation Productions Inc.,Gajdecki Visual Effects (GVFX),Image Engine Design,Northwest Imaging & FX,Northwestern Effects Group Ltd.,Pinnacle Post,Rainmaker Animation & Visual Effects,Rainmaker Digital Pictures,SPIN West VFX,Smoke and Mirrors,Solstice Imaging,Steve Johnson's XFX",Peter DeLuise,"Jonathan Glassner,Brad Wright,Dean Devlin,Roland Emmerich,Robert C. Cooper,Paul Mullie","Richard Dean Anderson,Michael Shanks,Amanda Tapping,Christopher Judge,Don S. Davis,Gary Jones,Peter Kufluk,Teryl Rothery,Dan Shea,Ben Browder,Beau Bridges,Claudia Black,Peter DeLuise,Martin Wood,Corin Nemec,Tony Amendola,Carmen Argenziano,T.M. Sandulak,Fraser Aitcheson,Peter Williams"
1000302579,K-Ville,2007-09-17,1.0,TV-14,"Action,Crime,Drama","It's been two years since Hurricane Katrina ravaged New Orleans and a select few still remain at the NOPD. These special cops are bound and determined to bring back the life to New Orleans, otherwise known to most as K-Ville (Katrinaville), and clean up the crime and damage that still remains.

Marlin Boulet, a veteran of the NOPD's Felony Action Squad, was left stranded in the waters by his partner, but still attempted to keep some little bit of order to all the chaos that was going on during the hurricane. He now has a new partner with ulterior motives, Trevor Cobb, who claims to be fresh back from a tour of duty in Afghanistan. Together the two work the streets of New Orleans, trying to make it a better place. Helping them on their crusade are fellow officers Jeff ""Glue Boy"" Gooden, Captain James Embry, Billy ""K-9"" Faust, and the lone female officer, Ginger ""Love Tap"" LeBeau.

K-Ville was shot on location in New Orleans. Jonathan Lisco, the series writer and executive producer, toured parts of New Orleans with actual New Orleans Police Officers before writing the pilot in hopes of making the series as real as possible. ",60.0,In New Orleans heroes stand and fight.,49.0,20,Mixed or average,0,0,,,"Lockjaw Productions,20th Century Fox Television,Fox Network,RTL Entertainment,RTL Klub Televízió",Steven DePaul,"Jonathan Lisco,Craig Silverstein,Bruce Zimmerman,Alex Berger,Chris Black,Wendy West,Ahmed Lavalais","Anthony Anderson,Cole Hauser,Blake Shields,Tawny Cypress,John Carroll Lynch,Russell M. Haeuser,Logan Douglas Smith,Elise Neal,Milena Govich,Jiya Fowler,Derek Webster,Omar J. Dorsey,Amanda Righetti,Alexandra Lydon,Dawna Williams,Karen Kaia Livers,Mehcad Brooks,Amy Price-Francis,Cory Hardrict,Anil Kumar"
1000337816,"Glenn Martin, DDS",2009-08-19,2.0,TV-PG,"Animation,Comedy","Glenn Martin, DDS is a stop-motion series created by Eric Fogel and Michael Eisner and animated in Canada by Cuppa Coffee Studios. It involves Glenn Martin, a traveling dentist who takes his family on a cross-country road trip to protest the demolition of his favorite childhood park. The trip brings the family together and also brings some stories that will be passed down forever.",30.0,,48.0,9,Mixed or average,56,19,Mixed or average,,"Cuppa Coffee Studios,Fogelmania Productions,Rogers Media,Tornante Animation,Nickelodeon Network,Nick at Nite,Nicktoons Network,Nicktoons,Sky One,Tubi TV",Ken Cunningham,"Alex Berger,Michael Eisner,Eric Fogel","Kevin Nealon,Catherine O'Hara,Judy Greer,Jackie Clarke,Peter Oldring,Nickie Bryar,Dan Navarro,Megan Grano,Aaron Krebs,Phil LaMarr,Alan Tudyk,Joe Lo Truglio,Kari Wahlgren,Chris Parnell,Don Johnson,Glenn Howerton,Fred Tatasciore,Mike O'Malley,Betty White,Danielle Schneider"
1000337997,Running Wilde,2010-09-21,1.0,TV-14,Comedy,"Will Arnett stars as a Beverly Hills jackass who ends up falling in love with Emmy Kadubic (played by Keri Russell), a charitable tree hugger, who hates his lifestyle and moral code.",30.0,Ego Meets Eco.,48.0,26,Mixed or average,65,38,Generally favorable,Mitchell Hurwitz,"Artists First,Tantamount,Wilde Kingdom Productions,FX Network,Fox Network,YouTube",John Fortenberry,"Will Arnett,Mitchell Hurwitz,James Vallely","Will Arnett,Keri Russell,Stefania LaVie Owen,Mel Rodriguez,Robert Michael Morris,Peter Serafinowicz,David Cross,Priya Ayyar,Nicolina Capitanio,Jayne Houdyshell,Andy Richter,Ana Gasteyer,Maulik Pancholy,Joe Nunez,Daniel Raymond,Renée Elise Goldsberry,Drea de Matteo,James Chen,Paul Shaffer,Sarah Kate Jackson"
1000342452,Party Girl,,1.0,,Comedy,"The half-hour comedy inspired by last year's independent feature film of the same name stars Christine Taylor as Mary, the toast of the New York party scene.  There is only one place in the city where Mary feels seems to be out of her element-The New York Public Library, where she works.  Tormented by her godmother and boss, Judy, Mary is challenged to master the madness of the Dewey decimal system.  With the help of friends, and in spite of her bitter, disgruntled co-worker, Wanda, Mary sets out to conquer all.",,,48.0,16,Mixed or average,0,0,,,"Cinemand,Maker Studios,New Form Digital",Evan Beamer,Lacey Marisa Friedman,"Lisa Schwartz,Ted Cannon,Shaun J. Brown,Aubrey Fitzgerald,Brooke Lyons,Courtney Bandeko,Reagan Rundus,Lola Sultan,Ayumi Iizuka,Anushka Rani,Micah Cohen,Rob Lamer,Alice Lotoast,Brooklyn Robinson,Cassidy Naber,Corey Butterick,Beverly D'Angelo,Ed Begley Jr.,Adam Busch,Melody Peng"
1000339154,Whitney,2011,2.0,TV-14,Comedy,Whitney (Whitney Cummings) is determined not to let her relationship with Alex (Chris D'Elia) get too comfortable and boring.,30.0,Always a trophy. Never a wife.,48.0,25,Mixed or average,46,122,Mixed or average,Whitney Cummings,"Stuber Television,Universal Media Studios (UMS),National Broadcasting Company (NBC),Comedy Central",Andy Ackerman,Whitney Cummings,"Whitney Cummings,Chris D'Elia,Rhea Seehorn,Zoe Lister-Jones,Dan O'Brien,Maulik Pancholy,Tone Bell,Jane Kaczmarek,Peter Gallagher,Ken Marino,Chelsea Handler,June Diane Raphael,John Cleese,Hayes MacArthur,Kevin Christy,Loni Love,Matthew Godbey,Cyrah Hawkins,Jeremy Timmins,Marie Del Marco"
1000301645,In Justice,2006-01-01,1.0,,"Crime,Drama"," Jason O'Mara said. ""In Justice isn't a procedural, In Justice isn't a character drama, it isn't a law show, it isn't a cop show.  But it's all of those.""  That is the best way to describe In Justice. 
In Justice has a different spin, instead of putting people in jail, they go out and free the wrongly convicted.
Kyle MacLachalan plays David Swain, the head of the National Justice Project.  No one knows for sure his true motives  for starting this organization, possibly for political reasons. Jason O'Mara is his partner  Charles Conti, an ex-cop who handles the investigations. Despite being opposites these two respect each other and work well together.  The rest of the team consists of Constance Zimmer as Brianna, Daniel Cosgrove as Jon and Marisol Nichols as Sonya.",60.0,,48.0,16,Mixed or average,0,9,Overwhelming dislike,"Michelle King,Robert King","Touchstone Television,King Size Productions,SpudTV,American Broadcasting Company (ABC),Buena Vista Television,CTV Television Network,UKTV Gold,AXN,AXN,AXN,AXN,AXN,TV2",Paul Holahan,"Michelle King,Robert King,Terri Kopp,Michael Oates Palmer,Henry Robles,Barry M. Schkolnick","Jason O'Mara,Kyle MacLachlan,Constance Zimmer,Daniel Cosgrove,Marisol Nichols,Yuki Bird,Peter Jacobson,Rose Rollins,Tim Guinee,Rebecca Pidgeon,Benjamin Brown,Eileen Galindo,William Shockley,Brittany Ishibashi,John Balma,Valerie Dillman,Sabra Williams,Lou George,Keno K. Deary,Larissa Gomes"
1000367235,Faraway Downs,2023-11-25,1.0,,"Adventure,Drama,History,Romance,War,Western","Lady Sarah Ashley (Nicole Kidman) faces the challenges of running a cattle ranch she inherited and the threat of World War II with the help of a local drover (Hugh Jackman) in the six-episode series created from all the footage Baz Luhrmann shot for his 2008 film, Australia.",38.0,,48.0,9,Mixed or average,43,4,Mixed or average,,"20th Television,Hulu Originals,Disney+,Disney+,Hulu,Raidió Teilifís Éireann (RTÉ)",Baz Luhrmann,"Stuart Beattie,Richard Flanagan,Ronald Harwood,Baz Luhrmann","Nicole Kidman,Hugh Jackman,Shea Adams,Eddie Baroo,Ray Barrett,Tony Barry,Jamal Sydney Bednarz,Damian Bradford,Bryan Brown,Nathin Art Butler,Tara Carpenter,Rebecca Chatfield,Lillian Crombie,Max Cullen,Essie Davis,Arthur Dignam,Michelle Dyzla,Haidee Gaudry,Sandy Gore,Terence Gregory"
1000338950,Love in the Wild,2011-06-29,2.0,,Reality-TV,Prospective couples are placed in exotic locations and put to the test with multiple challenges in order to see if a romance can bloom.,60.0,,48.0,9,Mixed or average,75,13,Generally favorable,,"Endemol Entertainment,National Broadcasting Company (NBC),CTV Television Network",David Dryden,,"Jesse Wilson,Jenny McCarthy-Wahlberg,Darren McMullen,Tim Parrish,Yanina Beccaria"
